SIC4_cd,SIC4_desc,ind_cd,ind_desc,maj_cd,maj_desc,div_cd,div_desc
0111,Wheat,011,Cash Grains,01,Agricultural Production Crops,A,"Agriculture, Forestry, And Fishing"
0112,Rice,011,Cash Grains,01,Agricultural Production Crops,A,"Agriculture, Forestry, And Fishing"
0115,Corn,011,Cash Grains,01,Agricultural Production Crops,A,"Agriculture, Forestry, And Fishing"
0116,Soybeans,011,Cash Grains,01,Agricultural Production Crops,A,"Agriculture, Forestry, And Fishing"
0119,"Cash Grains, Not Elsewhere Classified",011,Cash Grains,01,Agricultural Production Crops,A,"Agriculture, Forestry, And Fishing"
0131,Cotton,013,"Field Crops, Except Cash Grains",01,Agricultural Production Crops,A,"Agriculture, Forestry, And Fishing"
0132,Tobacco,013,"Field Crops, Except Cash Grains",01,Agricultural Production Crops,A,"Agriculture, Forestry, And Fishing"
0133,Sugarcane and Sugar Beets,013,"Field Crops, Except Cash Grains",01,Agricultural Production Crops,A,"Agriculture, Forestry, And Fishing"
0134,Irish Potatoes,013,"Field Crops, Except Cash Grains",01,Agricultural Production Crops,A,"Agriculture, Forestry, And Fishing"
0139,"Field Crops, Except Cash Grains, Not Elsewhere Classified",013,"Field Crops, Except Cash Grains",01,Agricultural Production Crops,A,"Agriculture, Forestry, And Fishing"
0161,Vegetables and Melons,016,Vegetables And Melons,01,Agricultural Production Crops,A,"Agriculture, Forestry, And Fishing"
0171,Berry Crops,017,Fruits And Tree Nuts,01,Agricultural Production Crops,A,"Agriculture, Forestry, And Fishing"
0172,Grapes,017,Fruits And Tree Nuts,01,Agricultural Production Crops,A,"Agriculture, Forestry, And Fishing"
0173,Tree Nuts,017,Fruits And Tree Nuts,01,Agricultural Production Crops,A,"Agriculture, Forestry, And Fishing"
0174,Citrus Fruits,017,Fruits And Tree Nuts,01,Agricultural Production Crops,A,"Agriculture, Forestry, And Fishing"
0175,Deciduous Tree Fruits,017,Fruits And Tree Nuts,01,Agricultural Production Crops,A,"Agriculture, Forestry, And Fishing"
0179,"Fruits and Tree Nuts, Not Elsewhere Classified",017,Fruits And Tree Nuts,01,Agricultural Production Crops,A,"Agriculture, Forestry, And Fishing"
0181,Ornamental Floriculture and Nursery Products,018,Horticultural Specialties,01,Agricultural Production Crops,A,"Agriculture, Forestry, And Fishing"
0182,Food Crops Grown Under Cover,018,Horticultural Specialties,01,Agricultural Production Crops,A,"Agriculture, Forestry, And Fishing"
0191,"General Farms, Primarily Crop",019,"General Farms, Primarily Crop",01,Agricultural Production Crops,A,"Agriculture, Forestry, And Fishing"
0211,Beef Cattle Feedlots,021,"Livestock, Except Dairy And Poultry",02,Agriculture production livestock and animal specialties,A,"Agriculture, Forestry, And Fishing"
0212,"Beef Cattle, Except Feedlots",021,"Livestock, Except Dairy And Poultry",02,Agriculture production livestock and animal specialties,A,"Agriculture, Forestry, And Fishing"
0213,Hogs,021,"Livestock, Except Dairy And Poultry",02,Agriculture production livestock and animal specialties,A,"Agriculture, Forestry, And Fishing"
0214,Sheep and Goats,021,"Livestock, Except Dairy And Poultry",02,Agriculture production livestock and animal specialties,A,"Agriculture, Forestry, And Fishing"
0219,"General Livestock, Except Dairy and Poultry",021,"Livestock, Except Dairy And Poultry",02,Agriculture production livestock and animal specialties,A,"Agriculture, Forestry, And Fishing"
0241,Dairy Farms,024,Dairy Farms,02,Agriculture production livestock and animal specialties,A,"Agriculture, Forestry, And Fishing"
0251,"Broiler, Fryer, and Roaster Chickens",025,Poultry And Eggs,02,Agriculture production livestock and animal specialties,A,"Agriculture, Forestry, And Fishing"
0252,Chicken Eggs,025,Poultry And Eggs,02,Agriculture production livestock and animal specialties,A,"Agriculture, Forestry, And Fishing"
0253,Turkeys and Turkey Eggs,025,Poultry And Eggs,02,Agriculture production livestock and animal specialties,A,"Agriculture, Forestry, And Fishing"
0254,Poultry Hatcheries,025,Poultry And Eggs,02,Agriculture production livestock and animal specialties,A,"Agriculture, Forestry, And Fishing"
0259,"Poultry and Eggs, Not Elsewhere Classified",025,Poultry And Eggs,02,Agriculture production livestock and animal specialties,A,"Agriculture, Forestry, And Fishing"
0271,Fur-Bearing Animals and Rabbits,027,Animal Specialties,02,Agriculture production livestock and animal specialties,A,"Agriculture, Forestry, And Fishing"
0272,Horses and Other Equines,027,Animal Specialties,02,Agriculture production livestock and animal specialties,A,"Agriculture, Forestry, And Fishing"
0273,Animal Aquaculture,027,Animal Specialties,02,Agriculture production livestock and animal specialties,A,"Agriculture, Forestry, And Fishing"
0279,"Animal Specialties, Not Elsewhere Classified",027,Animal Specialties,02,Agriculture production livestock and animal specialties,A,"Agriculture, Forestry, And Fishing"
0291,"General Farms, Primarily Livestock and Animal Specialties",029,"General Farms, Primarily Livestock And Animal",02,Agriculture production livestock and animal specialties,A,"Agriculture, Forestry, And Fishing"
0711,Soil Preparation Services,071,Soil Preparation Services,07,Agricultural Services,A,"Agriculture, Forestry, And Fishing"
0721,"Crop Planting, Cultivating, and Protecting",072,Crop Services,07,Agricultural Services,A,"Agriculture, Forestry, And Fishing"
0722,"Crop Harvesting, Primarily by Machine",072,Crop Services,07,Agricultural Services,A,"Agriculture, Forestry, And Fishing"
0723,"Crop Preparation Services for Market, Except Cotton Ginning",072,Crop Services,07,Agricultural Services,A,"Agriculture, Forestry, And Fishing"
0724,Cotton Ginning,072,Crop Services,07,Agricultural Services,A,"Agriculture, Forestry, And Fishing"
0741,Veterinary Services for Livestock,074,Veterinary Services,07,Agricultural Services,A,"Agriculture, Forestry, And Fishing"
0742,Veterinary Services for Animal Specialties,074,Veterinary Services,07,Agricultural Services,A,"Agriculture, Forestry, And Fishing"
0751,"Livestock Services, Except Veterinary",075,"Animal Services, Except Veterinary",07,Agricultural Services,A,"Agriculture, Forestry, And Fishing"
0752,"Animal Specialty Services, Except Veterinary",075,"Animal Services, Except Veterinary",07,Agricultural Services,A,"Agriculture, Forestry, And Fishing"
0761,Farm Labor Contractors and Crew Leaders,076,Farm Labor And Management Services,07,Agricultural Services,A,"Agriculture, Forestry, And Fishing"
0762,Farm Management Services,076,Farm Labor And Management Services,07,Agricultural Services,A,"Agriculture, Forestry, And Fishing"
0781,Landscape Counseling and Planning,078,Landscape And Horticultural Services,07,Agricultural Services,A,"Agriculture, Forestry, And Fishing"
0782,Lawn and Garden Services,078,Landscape And Horticultural Services,07,Agricultural Services,A,"Agriculture, Forestry, And Fishing"
0783,Ornamental Shrub and Tree Services,078,Landscape And Horticultural Services,07,Agricultural Services,A,"Agriculture, Forestry, And Fishing"
0811,Timber Tracts,081,Timber Tracts,08,Forestry,A,"Agriculture, Forestry, And Fishing"
0831,Forest Nurseries and Gathering of Forest Products,083,Forest Nurseries And Gathering Of Forest,08,Forestry,A,"Agriculture, Forestry, And Fishing"
0851,Forestry Services,085,Forestry Services,08,Forestry,A,"Agriculture, Forestry, And Fishing"
0912,Finfish,091,Commercial Fishing,09,"Fishing, hunting, and trapping",A,"Agriculture, Forestry, And Fishing"
0913,Shellfish,091,Commercial Fishing,09,"Fishing, hunting, and trapping",A,"Agriculture, Forestry, And Fishing"
0919,Miscellaneous Marine Products,091,Commercial Fishing,09,"Fishing, hunting, and trapping",A,"Agriculture, Forestry, And Fishing"
0921,Fish Hatcheries and Preserves,092,Fish Hatcheries And Preserves,09,"Fishing, hunting, and trapping",A,"Agriculture, Forestry, And Fishing"
0971,"Hunting and Trapping, and Game Propagation",097,"Hunting And Trapping, And Game Propagation",09,"Fishing, hunting, and trapping",A,"Agriculture, Forestry, And Fishing"
1011,Iron Ores,101,Iron Ores,10,Metal Mining,B,Mining
1021,Copper Ores,102,Copper Ores,10,Metal Mining,B,Mining
1031,Lead and Zinc Ores,103,Lead And Zinc Ores,10,Metal Mining,B,Mining
1041,Gold Ores,104,Gold And Silver Ores,10,Metal Mining,B,Mining
1044,Silver Ores,104,Gold And Silver Ores,10,Metal Mining,B,Mining
1061,"Ferroalloy Ores, Except Vanadium",106,"Ferroalloy Ores, Except Vanadium",10,Metal Mining,B,Mining
1081,Metal Mining Services,108,Metal Mining Services,10,Metal Mining,B,Mining
1094,Uranium-Radium-Vanadium Ores,109,Miscellaneous Metal Ores,10,Metal Mining,B,Mining
1099,"Miscellaneous Metal Ores, Not Elsewhere Classified",109,Miscellaneous Metal Ores,10,Metal Mining,B,Mining
1221,Bituminous Coal and Lignite Surface Mining,122,Bituminous Coal And Lignite Mining,12,Coal Mining,B,Mining
1222,Bituminous Coal Underground Mining,122,Bituminous Coal And Lignite Mining,12,Coal Mining,B,Mining
1231,Anthracite Mining,123,Anthracite Mining,12,Coal Mining,B,Mining
1241,Coal Mining Services,124,Coal Mining Services,12,Coal Mining,B,Mining
1311,Crude Petroleum and Natural Gas,131,Crude Petroleum And Natural Gas,13,Oil And Gas Extraction,B,Mining
1321,Natural Gas Liquids,132,Natural Gas Liquids,13,Oil And Gas Extraction,B,Mining
1381,Drilling Oil and Gas Wells,138,Oil And Gas Field Services,13,Oil And Gas Extraction,B,Mining
1382,Oil and Gas Field Exploration Services,138,Oil And Gas Field Services,13,Oil And Gas Extraction,B,Mining
1389,"Oil and Gas Field Services, Not Elsewhere Classified",138,Oil And Gas Field Services,13,Oil And Gas Extraction,B,Mining
1411,Dimension Stone,141,Dimension Stone,14,"Mining And Quarrying Of Nonmetallic Minerals, Except Fuels",B,Mining
1422,Crushed and Broken Limestone,142,"Crushed And Broken Stone, Including Riprap",14,"Mining And Quarrying Of Nonmetallic Minerals, Except Fuels",B,Mining
1423,Crushed and Broken Granite,142,"Crushed And Broken Stone, Including Riprap",14,"Mining And Quarrying Of Nonmetallic Minerals, Except Fuels",B,Mining
1429,"Crushed and Broken Stone, Not Elsewhere Classified",142,"Crushed And Broken Stone, Including Riprap",14,"Mining And Quarrying Of Nonmetallic Minerals, Except Fuels",B,Mining
1442,Construction Sand and Gravel,144,Sand And Gravel,14,"Mining And Quarrying Of Nonmetallic Minerals, Except Fuels",B,Mining
1446,Industrial Sand,144,Sand And Gravel,14,"Mining And Quarrying Of Nonmetallic Minerals, Except Fuels",B,Mining
1455,Kaolin and Ball Clay,145,"Clay, Ceramic, And Refractory Minerals",14,"Mining And Quarrying Of Nonmetallic Minerals, Except Fuels",B,Mining
1459,"Clay, Ceramic, and Refractory Minerals, Not Elsewhere Classified",145,"Clay, Ceramic, And Refractory Minerals",14,"Mining And Quarrying Of Nonmetallic Minerals, Except Fuels",B,Mining
1474,"Potash, Soda, and Borate Minerals",147,Chemical And Fertilizer Mineral Mining,14,"Mining And Quarrying Of Nonmetallic Minerals, Except Fuels",B,Mining
1475,Phosphate Rock,147,Chemical And Fertilizer Mineral Mining,14,"Mining And Quarrying Of Nonmetallic Minerals, Except Fuels",B,Mining
1479,"Chemical and Fertilizer Mineral Mining, Not Elsewhere Classified",147,Chemical And Fertilizer Mineral Mining,14,"Mining And Quarrying Of Nonmetallic Minerals, Except Fuels",B,Mining
1481,"Nonmetallic Minerals Services, Except Fuels",148,"Nonmetallic Minerals Services, Except Fuels",14,"Mining And Quarrying Of Nonmetallic Minerals, Except Fuels",B,Mining
1499,"Miscellaneous Nonmetallic Minerals, Except Fuels",149,"Miscellaneous Nonmetallic Minerals, Except",14,"Mining And Quarrying Of Nonmetallic Minerals, Except Fuels",B,Mining
1521,General Contractors-Single-Family Houses,152,General Building Contractors-residential,15,Building Construction General Contractors And Operative Builders,C,Construction
1522,"General Contractors-Residential Buildings, Other Than Single-Family",152,General Building Contractors-residential,15,Building Construction General Contractors And Operative Builders,C,Construction
1531,Operative Builders,153,Operative Builders,15,Building Construction General Contractors And Operative Builders,C,Construction
1541,General Contractors-Industrial Buildings and Warehouses,154,General Building Contractors-nonresidential,15,Building Construction General Contractors And Operative Builders,C,Construction
1542,"General Contractors-Nonresidential Buildings, Other than Industrial Buildings and Warehouses",154,General Building Contractors-nonresidential,15,Building Construction General Contractors And Operative Builders,C,Construction
1611,"Highway and Street Construction, Except Elevated Highways",161,"Highway And Street Construction, Except",16,Heavy Construction Other Than Building Construction Contractors,C,Construction
1622,"Bridge, Tunnel, and Elevated Highway Construction",162,"Heavy Construction, Except Highway And Street",16,Heavy Construction Other Than Building Construction Contractors,C,Construction
1623,"Water, Sewer, Pipeline, and Communications and Power Line Construction",162,"Heavy Construction, Except Highway And Street",16,Heavy Construction Other Than Building Construction Contractors,C,Construction
1629,"Heavy Construction, Not Elsewhere Classified",162,"Heavy Construction, Except Highway And Street",16,Heavy Construction Other Than Building Construction Contractors,C,Construction
1711,"Plumbing, Heating and Air-Conditioning",171,"Plumbing, Heating And Air-conditioning",17,Construction Special Trade Contractors,C,Construction
1721,Painting and Paper Hanging,172,Painting And Paper Hanging,17,Construction Special Trade Contractors,C,Construction
1731,Electrical Work,173,Electrical Work,17,Construction Special Trade Contractors,C,Construction
1741,"Masonry, Stone Setting, and Other Stone Work",174,"Masonry, Stonework, Tile Setting, And Plastering",17,Construction Special Trade Contractors,C,Construction
1742,"Plastering, Drywall, Acoustical, and Insulation Work",174,"Masonry, Stonework, Tile Setting, And Plastering",17,Construction Special Trade Contractors,C,Construction
1743,"Terrazzo, Tile, Marble, and Mosaic Work",174,"Masonry, Stonework, Tile Setting, And Plastering",17,Construction Special Trade Contractors,C,Construction
1751,Carpentry Work,175,Carpentry And Floor Work,17,Construction Special Trade Contractors,C,Construction
1752,"Floor Laying and Other Floor Work, Not Elsewhere Classified",175,Carpentry And Floor Work,17,Construction Special Trade Contractors,C,Construction
1761,"Roofing, Siding, and Sheet Metal Work",176,"Roofing, Siding, And Sheet Metal Work",17,Construction Special Trade Contractors,C,Construction
1771,Concrete Work,177,Concrete Work,17,Construction Special Trade Contractors,C,Construction
1781,Water Well Drilling,178,Water Well Drilling,17,Construction Special Trade Contractors,C,Construction
1791,Structural Steel Erection,179,Miscellaneous Special Trade Contractors,17,Construction Special Trade Contractors,C,Construction
1793,Glass and Glazing Work,179,Miscellaneous Special Trade Contractors,17,Construction Special Trade Contractors,C,Construction
1794,Excavation Work,179,Miscellaneous Special Trade Contractors,17,Construction Special Trade Contractors,C,Construction
1795,Wrecking and Demolition Work,179,Miscellaneous Special Trade Contractors,17,Construction Special Trade Contractors,C,Construction
1796,"Installation or Erection of Building Equipment, Not Elsewhere",179,Miscellaneous Special Trade Contractors,17,Construction Special Trade Contractors,C,Construction
1799,"Special Trade Contractors, Not Elsewhere Classified",179,Miscellaneous Special Trade Contractors,17,Construction Special Trade Contractors,C,Construction
2011,Meat Packing Plants,201,Meat Products,20,Food And Kindred Products,D,Manufacturing
2013,Sausages and Other Prepared Meat Products,201,Meat Products,20,Food And Kindred Products,D,Manufacturing
2015,Poultry Slaughtering and Processing,201,Meat Products,20,Food And Kindred Products,D,Manufacturing
2021,Creamery Butter,202,Dairy Products,20,Food And Kindred Products,D,Manufacturing
2022,"Natural, Processed, and Imitation Cheese",202,Dairy Products,20,Food And Kindred Products,D,Manufacturing
2023,"Dry, Condensed, and Evaporated Dairy Products",202,Dairy Products,20,Food And Kindred Products,D,Manufacturing
2024,Ice Cream and Frozen Desserts,202,Dairy Products,20,Food And Kindred Products,D,Manufacturing
2026,Fluid Milk,202,Dairy Products,20,Food And Kindred Products,D,Manufacturing
2032,Canned Specialties,203,"Canned, Frozen, And Preserved Fruits, Vegetables, and Food Specialties",20,Food And Kindred Products,D,Manufacturing
2033,"Canned Fruits, Vegetables, Preserves, Jams, and Jellies",203,"Canned, Frozen, And Preserved Fruits, Vegetables, and Food Specialties",20,Food And Kindred Products,D,Manufacturing
2034,"Dried and Dehydrated Fruits, Vegetables, and Soup Mixes",203,"Canned, Frozen, And Preserved Fruits, Vegetables, and Food Specialties",20,Food And Kindred Products,D,Manufacturing
2035,"Pickled Fruits and Vegetables, Vegetable Sauces and Seasonings, and Salad Dressings",203,"Canned, Frozen, And Preserved Fruits, Vegetables, and Food Specialties",20,Food And Kindred Products,D,Manufacturing
2037,"Frozen Fruits, Fruit Juices, and Vegetables",203,"Canned, Frozen, And Preserved Fruits, Vegetables, and Food Specialties",20,Food And Kindred Products,D,Manufacturing
2038,"Frozen Specialties, Not Elsewhere Classified",203,"Canned, Frozen, And Preserved Fruits, Vegetables, and Food Specialties",20,Food And Kindred Products,D,Manufacturing
2041,Flour and Other Grain Mill Products,204,Grain Mill Products,20,Food And Kindred Products,D,Manufacturing
2043,Cereal Breakfast Foods,204,Grain Mill Products,20,Food And Kindred Products,D,Manufacturing
2044,Rice Milling,204,Grain Mill Products,20,Food And Kindred Products,D,Manufacturing
2045,Prepared Flour Mixes and Doughs,204,Grain Mill Products,20,Food And Kindred Products,D,Manufacturing
2046,Wet Corn Milling,204,Grain Mill Products,20,Food And Kindred Products,D,Manufacturing
2047,Dog and Cat Food,204,Grain Mill Products,20,Food And Kindred Products,D,Manufacturing
2048,"Prepared Feed and Feed Ingredients for Animals and Fowls, Except Dogs and Cats",204,Grain Mill Products,20,Food And Kindred Products,D,Manufacturing
2051,"Bread and Other Bakery Products, Except Cookies and Crackers",205,Bakery Products,20,Food And Kindred Products,D,Manufacturing
2052,Cookies and Crackers,205,Bakery Products,20,Food And Kindred Products,D,Manufacturing
2053,"Frozen Bakery Products, Except Bread",205,Bakery Products,20,Food And Kindred Products,D,Manufacturing
2061,"Cane Sugar, Except Refining",206,Sugar And Confectionery Products,20,Food And Kindred Products,D,Manufacturing
2062,Cane Sugar Refining,206,Sugar And Confectionery Products,20,Food And Kindred Products,D,Manufacturing
2063,Beet Sugar,206,Sugar And Confectionery Products,20,Food And Kindred Products,D,Manufacturing
2064,Candy and Other Confectionery Products,206,Sugar And Confectionery Products,20,Food And Kindred Products,D,Manufacturing
2066,Chocolate and Cocoa Products,206,Sugar And Confectionery Products,20,Food And Kindred Products,D,Manufacturing
2067,Chewing Gum,206,Sugar And Confectionery Products,20,Food And Kindred Products,D,Manufacturing
2068,Salted and Roasted Nuts and Seeds,206,Sugar And Confectionery Products,20,Food And Kindred Products,D,Manufacturing
2074,Cottonseed Oil Mills,207,Fats And Oils,20,Food And Kindred Products,D,Manufacturing
2075,Soybean Oil Mills,207,Fats And Oils,20,Food And Kindred Products,D,Manufacturing
2076,"Vegetable Oil Mills, Except Corn, Cottonseed, and Soybean",207,Fats And Oils,20,Food And Kindred Products,D,Manufacturing
2077,Animal and Marine Fats and Oils,207,Fats And Oils,20,Food And Kindred Products,D,Manufacturing
2079,"Shortening, Table Oils, Margarine, and Other Edible Fats and Oils, Not Elsewhere Classified",207,Fats And Oils,20,Food And Kindred Products,D,Manufacturing
2082,Malt Beverages,208,Beverages,20,Food And Kindred Products,D,Manufacturing
2083,Malt,208,Beverages,20,Food And Kindred Products,D,Manufacturing
2084,"Wines, Brandy, and Brandy Spirits",208,Beverages,20,Food And Kindred Products,D,Manufacturing
2085,Distilled and Blended Liquors,208,Beverages,20,Food And Kindred Products,D,Manufacturing
2086,Bottled and Canned Soft Drinks and Carbonated Waters,208,Beverages,20,Food And Kindred Products,D,Manufacturing
2087,"Flavoring Extracts and Flavoring Syrups, Not Elsewhere Classified",208,Beverages,20,Food And Kindred Products,D,Manufacturing
2091,Canned and Cured Fish and Seafoods,209,Miscellaneous Food Preparations And Kindred,20,Food And Kindred Products,D,Manufacturing
2092,Prepared Fresh or Frozen Fish and Seafoods,209,Miscellaneous Food Preparations And Kindred,20,Food And Kindred Products,D,Manufacturing
2095,Roasted Coffee,209,Miscellaneous Food Preparations And Kindred,20,Food And Kindred Products,D,Manufacturing
2096,"Potato Chips, Corn Chips, and Similar Snacks",209,Miscellaneous Food Preparations And Kindred,20,Food And Kindred Products,D,Manufacturing
2097,Manufactured Ice,209,Miscellaneous Food Preparations And Kindred,20,Food And Kindred Products,D,Manufacturing
2098,"Macaroni, Spaghetti, Vermicelli, and Noodles",209,Miscellaneous Food Preparations And Kindred,20,Food And Kindred Products,D,Manufacturing
2099,"Food Preparations, Not Elsewhere Classified",209,Miscellaneous Food Preparations And Kindred,20,Food And Kindred Products,D,Manufacturing
2111,Cigarettes,211,Cigarettes,21,Tobacco Products,D,Manufacturing
2121,Cigars,212,Cigars,21,Tobacco Products,D,Manufacturing
2131,Chewing and Smoking Tobacco and Snuff,213,Chewing And Smoking Tobacco And Snuff,21,Tobacco Products,D,Manufacturing
2141,Tobacco Stemming and Redrying,214,Tobacco Stemming And Redrying,21,Tobacco Products,D,Manufacturing
2211,"Broadwoven Fabric Mills, Cotton",221,"Broadwoven Fabric Mills, Cotton",22,Textile Mill Products,D,Manufacturing
2221,"Broadwoven Fabric Mills, Manmade Fiber and Silk",222,"Broadwoven Fabric Mills, Manmade Fiber And Silk",22,Textile Mill Products,D,Manufacturing
2231,"Broadwoven Fabric Mills, Wool (Including Dyeing and Finishing)",223,"Broadwoven Fabric Mills, Wool (including Dyeing and Finishing)",22,Textile Mill Products,D,Manufacturing
2241,"Narrow Fabric and Other Smallware Mills: Cotton, Wool, Silk, and Manmade Fiber",224,"Narrow Fabric And Other Smallwares Mills, Cotton, Wool, Silk, and Manmade Fiber",22,Textile Mill Products,D,Manufacturing
2251,"Women's Full-Length and Knee-Length Hosiery, Except Socks",225,Knitting Mills,22,Textile Mill Products,D,Manufacturing
2252,"Hosiery, Not Elsewhere Classified",225,Knitting Mills,22,Textile Mill Products,D,Manufacturing
2253,Knit Outerwear Mills,225,Knitting Mills,22,Textile Mill Products,D,Manufacturing
2254,Knit Underwear and Nightwear Mills,225,Knitting Mills,22,Textile Mill Products,D,Manufacturing
2257,Weft Knit Fabric Mills,225,Knitting Mills,22,Textile Mill Products,D,Manufacturing
2258,Lace and Warp Knit Fabric Mills,225,Knitting Mills,22,Textile Mill Products,D,Manufacturing
2259,"Knitting Mills, Not Elsewhere Classified",225,Knitting Mills,22,Textile Mill Products,D,Manufacturing
2261,Finishers of Broadwoven Fabrics of Cotton,226,"Dyeing And Finishing Textiles, Except Wool Fabrics",22,Textile Mill Products,D,Manufacturing
2262,Finishers of Broadwoven Fabrics of Manmade Fiber and Silk,226,"Dyeing And Finishing Textiles, Except Wool Fabrics",22,Textile Mill Products,D,Manufacturing
2269,"Finishers of Textiles, Not elsewhere Classified",226,"Dyeing And Finishing Textiles, Except Wool Fabrics",22,Textile Mill Products,D,Manufacturing
2273,Carpets and Rugs,227,Carpets And Rugs,22,Textile Mill Products,D,Manufacturing
2281,Yarn Spinning Mills,228,Yarn And Thread Mills,22,Textile Mill Products,D,Manufacturing
2282,"Yarn Texturizing, Throwing, Twisting, and Winding Mills",228,Yarn And Thread Mills,22,Textile Mill Products,D,Manufacturing
2284,Thread Mills,228,Yarn And Thread Mills,22,Textile Mill Products,D,Manufacturing
2295,"Coated Fabrics, Not Rubberized",229,Miscellaneous Textile Goods,22,Textile Mill Products,D,Manufacturing
2296,Tire Cord and Fabrics,229,Miscellaneous Textile Goods,22,Textile Mill Products,D,Manufacturing
2297,Non-woven Fabrics,229,Miscellaneous Textile Goods,22,Textile Mill Products,D,Manufacturing
2298,Cordage and Twine,229,Miscellaneous Textile Goods,22,Textile Mill Products,D,Manufacturing
2299,"Textile goods, Not Elsewhere Classified",229,Miscellaneous Textile Goods,22,Textile Mill Products,D,Manufacturing
2311,"Men's and Boys' Suits, Coats, and Overcoats",231,"Men's And Boys' Suits, Coats, And Overcoats",23,Apparel And Other Finished Products Made From Fabrics And Similar Materials,D,Manufacturing
2321,"Men's and Boys' Shirts, Except Work Shirts",232,"Men's And Boys' Furnishings, Work Clothing, And Allied Garments",23,Apparel And Other Finished Products Made From Fabrics And Similar Materials,D,Manufacturing
2322,Men's and Boys' Underwear and Nightwear,232,"Men's And Boys' Furnishings, Work Clothing, And Allied Garments",23,Apparel And Other Finished Products Made From Fabrics And Similar Materials,D,Manufacturing
2323,Men's and Boys' Neckwear,232,"Men's And Boys' Furnishings, Work Clothing, And Allied Garments",23,Apparel And Other Finished Products Made From Fabrics And Similar Materials,D,Manufacturing
2325,Men's and Boys' Separate Trousers and Slacks,232,"Men's And Boys' Furnishings, Work Clothing, And Allied Garments",23,Apparel And Other Finished Products Made From Fabrics And Similar Materials,D,Manufacturing
2326,Men's and Boys' Work Clothing,232,"Men's And Boys' Furnishings, Work Clothing, And Allied Garments",23,Apparel And Other Finished Products Made From Fabrics And Similar Materials,D,Manufacturing
2329,"Men's and Boys' Clothing, Not Elsewhere Classified",232,"Men's And Boys' Furnishings, Work Clothing, And Allied Garments",23,Apparel And Other Finished Products Made From Fabrics And Similar Materials,D,Manufacturing
2331,"Women's, Misses', and Juniors' Blouses and Shirts",233,"Women's, Misses', And Juniors' Outerwear",23,Apparel And Other Finished Products Made From Fabrics And Similar Materials,D,Manufacturing
2335,"Women's, Misses', and Juniors' Dresses",233,"Women's, Misses', And Juniors' Outerwear",23,Apparel And Other Finished Products Made From Fabrics And Similar Materials,D,Manufacturing
2337,"Women's, Misses', and Juniors' Suits, Skirts, and Coats",233,"Women's, Misses', And Juniors' Outerwear",23,Apparel And Other Finished Products Made From Fabrics And Similar Materials,D,Manufacturing
2339,"Women's, Misses', and Juniors' Outerwear, Not Elsewhere Classified",233,"Women's, Misses', And Juniors' Outerwear",23,Apparel And Other Finished Products Made From Fabrics And Similar Materials,D,Manufacturing
2341,"Women's, Misses', Children's, and Infants' Underwear and Nightwear",234,"Women's, Misses', Children's, And Infants'",23,Apparel And Other Finished Products Made From Fabrics And Similar Materials,D,Manufacturing
2342,"Brassieres, Girdles, and Allied Garments",234,"Women's, Misses', Children's, And Infants'",23,Apparel And Other Finished Products Made From Fabrics And Similar Materials,D,Manufacturing
2353,"Hats, Caps, and Millinery",235,"Hats, Caps, And Millinery",23,Apparel And Other Finished Products Made From Fabrics And Similar Materials,D,Manufacturing
2361,"Girls', Children's, and Infants' Dresses, Blouses, and Shirts",236,"Girls', Children's, And Infants' Outerwear",23,Apparel And Other Finished Products Made From Fabrics And Similar Materials,D,Manufacturing
2369,"Girls', Children's, and Infants' Outerwear, Not Elsewhere Classified",236,"Girls', Children's, And Infants' Outerwear",23,Apparel And Other Finished Products Made From Fabrics And Similar Materials,D,Manufacturing
2371,Fur Goods,237,Fur Goods,23,Apparel And Other Finished Products Made From Fabrics And Similar Materials,D,Manufacturing
2381,"Dress and Work Gloves, Except Knit and All-Leather",238,Miscellaneous Apparel And Accessories,23,Apparel And Other Finished Products Made From Fabrics And Similar Materials,D,Manufacturing
2384,Robes and Dressing Gowns,238,Miscellaneous Apparel And Accessories,23,Apparel And Other Finished Products Made From Fabrics And Similar Materials,D,Manufacturing
2385,Waterproof Outerwear,238,Miscellaneous Apparel And Accessories,23,Apparel And Other Finished Products Made From Fabrics And Similar Materials,D,Manufacturing
2386,Leather and Sheep-Lined Clothing,238,Miscellaneous Apparel And Accessories,23,Apparel And Other Finished Products Made From Fabrics And Similar Materials,D,Manufacturing
2387,Apparel belts,238,Miscellaneous Apparel And Accessories,23,Apparel And Other Finished Products Made From Fabrics And Similar Materials,D,Manufacturing
2389,"Apparel and Accessories, Not Elsewhere Classified",238,Miscellaneous Apparel And Accessories,23,Apparel And Other Finished Products Made From Fabrics And Similar Materials,D,Manufacturing
2391,Curtains and Draperies,239,Miscellaneous Fabricated Textile Products,23,Apparel And Other Finished Products Made From Fabrics And Similar Materials,D,Manufacturing
2392,"House furnishing, Except Curtains and Draperies",239,Miscellaneous Fabricated Textile Products,23,Apparel And Other Finished Products Made From Fabrics And Similar Materials,D,Manufacturing
2393,Textile Bags,239,Miscellaneous Fabricated Textile Products,23,Apparel And Other Finished Products Made From Fabrics And Similar Materials,D,Manufacturing
2394,Canvas and Related Products,239,Miscellaneous Fabricated Textile Products,23,Apparel And Other Finished Products Made From Fabrics And Similar Materials,D,Manufacturing
